ITEMNAME,sales_channel,unit_weight
CONDEN-SAF 4750     18.9L/5G PAIL,NON-DISTRIBUTION,41
QUENCH OIL 1002 SPECIAL   55G DRUM,NON-DISTRIBUTION,393
CIMPULSE 58MP     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,43
6019-68 - DIESTER AIR COMP LUBE   55GL DRUM BL-M,NON-DISTRIBUTION,414
6065-46 - FG AIR COMP CLN + LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
6044-150 - SEMI-SYN GC LUBE   16OZ 12X1 CASE FC,NON-DISTRIBUTION,10.9
PERLUBE 902      55GL DRUM,NON-DISTRIBUTION,399
PERKUT 212-MM      330GL TOTE,NON-DISTRIBUTION,2376
PORTA BLUE     BULK GALLONS,NON-DISTRIBUTION,8.534124999999998
PERLUBE 100     5GLPL,NON-DISTRIBUTION,37
ROCKLEEN 6512 CORROSION INHIBITOR   55G DRUM,NON-DISTRIBUTION,526.1934
BLUE STAR XE 9810/3000-1.5     3715LB RET TOTE,NON-DISTRIBUTION,3715
5133-5 - RESCUE HTF HD - HTCC   55GL DRUM BLK-M,NON-DISTRIBUTION,403
ROCKCUT 262 IS CL   275G TOTE,NON-DISTRIBUTION,2234.5913
PTO 68 T   55G DRUM,NON-DISTRIBUTION,437.2557
VERTEX 60   55G DRUM,NON-DISTRIBUTION,449.3631
ULTRAPHOS 1224     208L/55G,NON-DISTRIBUTION,688
TREO GENERAL PURPOSE CLEANER     208L/55G DRUM,NON-DISTRIBUTION,480
GX COOL 2192M      55G DRUM,NON-DISTRIBUTION,460
USL-8205     55G DRUM,NON-DISTRIBUTION,387
MILFORM OAK DRAW 1505     275G / 1041L TOTE,NON-DISTRIBUTION,1746
TECHNICLEAN LE 1570     55G DRUM,NON-DISTRIBUTION,688
TECHNICLEAN LE 1590     55G DRUM,NON-DISTRIBUTION,660
K-3 NEUTRAL SALT     400 LB   FDR,NON-DISTRIBUTION,400
DURATEC 100     208L/55G,NON-DISTRIBUTION,466
6531-32 - SYN GEAR & BEARING FLUID   5GL PAIL BLK,NON-DISTRIBUTION,36
LITHIUM EP 2 GREASE (MOBILUX EP 2)   10X1 CASE,NON-DISTRIBUTION,1.666666666666666
TROJAN 32   5G/19L PAIL TH,NON-DISTRIBUTION,36.2
GF CLEAN 752       330G TOTE,NON-DISTRIBUTION,3290
6045-32 - SEMI-SYN 4000HR COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
MULTI-TERJ 3085     1249L/330G,NON-DISTRIBUTION,2746
MILFORM 8050     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,488
QUENCH 100     330G TOTE,NON-DISTRIBUTION,2377
POLYDRAW IVORY 40-CA      5GLPL,NON-DISTRIBUTION,45
6445-46 - SEMI-SYN PORTABLE COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
PERKLEEN  1328-C      5GLPL,NON-DISTRIBUTION,45
PH ADJUSTER ZR     208L/55G DRUM,NON-DISTRIBUTION,477
PROGRIND 600 ASLV   BULK (GAL),NON-DISTRIBUTION,7.2803875
2095-5 - CALDERA 12 - FG LT HTF   5GL PAIL WH,NON-DISTRIBUTION,35
CHEM ALUM NSP 110     400 LB   FDR,NON-DISTRIBUTION,400
GX DRAW 1155      55G DRUM,NON-DISTRIBUTION,361
GX COOL 2192-CM     330GL TOTE,NON-DISTRIBUTION,2733
SULFURIC ACID 50%     5GL PAIL,NON-DISTRIBUTION,55
ACCUDRAW 675     250G TOTE,NON-DISTRIBUTION,1828
FILMITE WB     (NEW)    18.9L/5G,NON-DISTRIBUTION,43
PERCHEM 2930       55GL DRUM,NON-DISTRIBUTION,422
GF CLEAN 407BF      55G DRUM,NON-DISTRIBUTION,514
9124-40 - CALDERA 13 - HTF   275GL TOTE,NON-DISTRIBUTION,1981
IPI-25A     208L/55G DRUM,NON-DISTRIBUTION,521
GF DESMUT 2531      55G DRUM,NON-DISTRIBUTION,642
4540-32 - NXT 4540 - NGC LUBE   1QT 12X1 CASE FS,NON-DISTRIBUTION,24
OAKFLO DSS 700 BLUE     55G / 208L G&G STEEL DRUM,NON-DISTRIBUTION,468
RENDER-KLEEN     208L/55G DRUM,NON-DISTRIBUTION,532
C-CLEAN 96LF     208L/55G DRUM,NON-DISTRIBUTION,611
TREXCIDE 322     18.9L/5G PAIL,NON-DISTRIBUTION,54
ALU-KLEEN NE-4-W     400 LB   FDR,NON-DISTRIBUTION,400
9685-50 - TRANS & GEARBOX PROTECTANT   5GL PAIL BLK,NON-DISTRIBUTION,37
6043-100 - SEMI-SYN COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
PERDRAW 1044      BULK GALLONS,NON-DISTRIBUTION,6.542550000000002
2082-220 - SYN FG GEAR LUBE   5GL PAIL BLK,NON-DISTRIBUTION,37
QUENCH BRITE MARQUENCHING OIL - AAM     1249L/330G TOTE,NON-DISTRIBUTION,2399
VALRUST 1315   275G TOTE,NON-DISTRIBUTION,2167.6593916666666
2099-40 - CALDERA 4 - HTF   55GL DRUM BLK,NON-DISTRIBUTION,397
2099-40 - CALDERA 4 - HTF   1QT 12X1 CASE FS,NON-DISTRIBUTION,22
CIMSTAR 40F PINK     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,44
ASSURANCE 6330 (UNI-TEMP PRIVATE LABEL)     TOTE,NON-DISTRIBUTION,2337
PERCHEM 4949      5GLPL,NON-DISTRIBUTION,42
CIMSTAR 40 PINK     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,44
AW BIO HYDRAULIC FLUID ISO 68,NON-DISTRIBUTION,1981
MICRO-90     4 X 4 LITER,NON-DISTRIBUTION,40
MITFLOC 5777L     18.9L/5G PAIL,NON-DISTRIBUTION,53
420 QUENCH OIL     1249L/330G,NON-DISTRIBUTION,2393
CLEANER D-MAX-PLUS     5GL PAIL,NON-DISTRIBUTION,37
4055-46 - PAG AC COMP LUBE - R134A   275GL TOTE,NON-DISTRIBUTION,2052
6627-85 - NXT 744-POE - MSC CO2 RC OIL   1GL 4X1 CASE BLK,NON-DISTRIBUTION,31
LIQUID 422      208L/55G,NON-DISTRIBUTION,597
PERDRAW 6272      55GL DRUM,NON-DISTRIBUTION,489
CIMPULSE 58D     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,473
PHOS DIP P-15-ADDITIVE     201L/53G,NON-DISTRIBUTION,650
ASSURANCE 2959     18.9L/5G,NON-DISTRIBUTION,50
PERCHEM 7707     208L/55G DRUM,NON-DISTRIBUTION,595
CHEMPOL 104      55G DRUM,NON-DISTRIBUTION,473
4425-320 - NXT POE - RC OIL   5GL PAIL BLK,NON-DISTRIBUTION,39
2193-46 - AIR COMP FLUSHING FLUID   5GL PAIL BLK,NON-DISTRIBUTION,36
7018-150 - SYN CD-50 TRANS FLUID   1QT 12X1 CASE FS,NON-DISTRIBUTION,21.8
CIMPERIAL 1070B BLUE     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,42
GF ACID CLEAN 305     55G DRUM,NON-DISTRIBUTION,500
6043-32 - SEMI-SYN COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,36
SUPERL      208L/55G,NON-DISTRIBUTION,470
6045-150 - SEMI-SYN 4000HR COMP LUBE   5GL PAIL BL,NON-DISTRIBUTION,36
2580-10 - TRANSFORMER OIL   55GL DRUM GRN,NON-DISTRIBUTION,382
AC STOP LEAK ISO 240 [BL] 5GL PAIL BLK,NON-DISTRIBUTION,43.8
CIMVANTAGE 61     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,41
PERKOOL 9913      55GL DRUM,NON-DISTRIBUTION,446
DU-FROST EG     208L/55G DRUM,NON-DISTRIBUTION,521
2245-46 - SEMI-SYN FG AW HYDR   5GL PAIL BLK,NON-DISTRIBUTION,36
PHOS DIP 38 REPLENISHER     BULKTANKER,NON-DISTRIBUTION,1
6043-46 - SEMI-SYN COMP LUBE   1QT 12X1 CASE FS,NON-DISTRIBUTION,22
6045-100 - SEMI-SYN 4000HR COMP LUBE [BL]   5GL PAIL BLK,NON-DISTRIBUTION,36
RUST PREVENTIVE S   55G DRUM,NON-DISTRIBUTION,412.0973476190477
PERKUT 280-AB      55GL DRUM,NON-DISTRIBUTION,415
PERCHEM EDM-38      5GLPL,NON-DISTRIBUTION,34
KORTROL C22     5GL PAIL,NON-DISTRIBUTION,60
CIMTECH 600HFP     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,498
PERKOOL 5424      330G PL TOTE,NON-DISTRIBUTION,2749
TECHNIPREP WC 40     275G TOTE,NON-DISTRIBUTION,2420
SUPER-TERJ SF       400 LB   FDR,NON-DISTRIBUTION,400
AL-BRITE      208L/55G,NON-DISTRIBUTION,632
BLUE STAR XP 9900/220-2     120LB 1/4 DRUM,NON-DISTRIBUTION,120
P-140     55G DRUM,NON-DISTRIBUTION,450
6035-46 - DIESTER HP-BA COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,38
6035-100 - DIESTER HP-BA COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,38
4584-68 - SYN FR FG HYDR FLUID   5GL PAIL BLK,NON-DISTRIBUTION,36
PERKUT 315      55GL DRUM,NON-DISTRIBUTION,409
PAINT LOK 595-LT-PLUS     BULK GALLONS,NON-DISTRIBUTION,9.59775
PERLUBE 8030     5GLPL,NON-DISTRIBUTION,37
TECHNICOAT OD B     5G PAIL,NON-DISTRIBUTION,46.5
PERKUT 181      BULK GALLONS,NON-DISTRIBUTION,7.285412499999999
6019-46 - DIESTER AIR COMP LUBE   55GL DRUM BLK,NON-DISTRIBUTION,413
2288-32 - FG BIO HYDR FLUID   55GL DRUM BLK,NON-DISTRIBUTION,391
PHOS SEAL Z-100     5GL PAIL,NON-DISTRIBUTION,43
SUNEX 316   55G DRUM,NON-DISTRIBUTION,441.74151666666666
PERKOOL 4370      5GLPL,NON-DISTRIBUTION,46
4425-68 - NXT POE - RC OIL   1GL 4X1 CASE MTL,NON-DISTRIBUTION,31
4425-68 - NXT POE - RC OIL   5GL PAIL BLK,NON-DISTRIBUTION,38
SECURE TEC ES     208L/55G DRUM,NON-DISTRIBUTION,537
MINSOLV OMS      55G DRUM,NON-DISTRIBUTION,340
PERKUT 358      55GL DRUM,NON-DISTRIBUTION,405
ISW-29      208L/55G,NON-DISTRIBUTION,582
5133-5 - RESCUE HTF HD - HTCC   55GL DRUM,NON-DISTRIBUTION,403
PERKOOL 5250-TF     330GL TOTE,NON-DISTRIBUTION,2720
PERDRAW 3561-CL LIGHT     500GL STL TOTE,NON-DISTRIBUTION,4181
2015-100 - SYN 8000 HR COMP LUBE   5GL PAIL BL,NON-DISTRIBUTION,36
TECHNIPREP F 1864     55G DRUM,NON-DISTRIBUTION,570
GF PHOS 211DS      330G TOTE,NON-DISTRIBUTION,3082
2032-100 - SYN EP GEAR LUBE   5GL PAIL BLK,NON-DISTRIBUTION,37
CIMSTAR 540     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,43
GF ADJUST 212      330G TOTE,NON-DISTRIBUTION,3000
TECHNICOAT 360 FEC     5G PAIL,NON-DISTRIBUTION,51.6
ACCUCUT 132 RED     55G DRUM,NON-DISTRIBUTION,396
9124-40 - CALDERA 13 - HTF   5GL PAIL TH,NON-DISTRIBUTION,36
ISO-68 ND CHAIN OIL     330G TOTE,NON-DISTRIBUTION,2325
CIMTECH 3200-VLZ     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,45
PERKUT 286-KG      55GL DRUM,NON-DISTRIBUTION,388
PRIME      208L/55G,NON-DISTRIBUTION,473
6019-150 - DIESTER AIR COMP LUBE   1GL 4X1 CASE,NON-DISTRIBUTION,30
VISCOR CAL FL MIL-PRF-7024G TYPE II   5G/19L PAIL TH,NON-DISTRIBUTION,33.936675
6045-68 - SEMI-SYN 4000HR COMP LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
ROCKCUT 222 LIGHT PARAFFINIC   BULK (GAL),NON-DISTRIBUTION,7.1313125
PERLUBE PS-99       1GL JUG,NON-DISTRIBUTION,8
WAYLUBE 68      5GLPL,NON-DISTRIBUTION,37
ASSURANCE 6730     208L/55G DRUM,NON-DISTRIBUTION,484
GF CLEAN 405       55G DRUM,NON-DISTRIBUTION,513
MULTI-TERJ CR-2213      1249L/330G,NON-DISTRIBUTION,2809
CHUCK-EEZ   36-16OZ TUBES/CASE,NON-DISTRIBUTION,36
CIMSTAR 60XLB     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,479
GF CLEAN 1052     18.9L/5G PAIL,NON-DISTRIBUTION,51
MONITROL 1302     208L/55G DRUM,NON-DISTRIBUTION,520
P-508     55# BAG,NON-DISTRIBUTION,55
CW-28L     5GL PAIL,NON-DISTRIBUTION,49
SECURE STEAM FRP     18.9L/5G PAIL,NON-DISTRIBUTION,48
PERDRAW 2205     1249L/330G TOTE,NON-DISTRIBUTION,2390
TECHNIBRITE NI 545 S     55G DRUM,NON-DISTRIBUTION,497
CX-9036     55G / 208L BLACK STEEL DRUM (NET),NON-DISTRIBUTION,447
GX COOL 3890CSL     330GL TOTE,NON-DISTRIBUTION,2682.9
MARQUENCH B PINK W/O     50 LB   BAG,NON-DISTRIBUTION,50
PERKOOL 5440     55G DRUM,NON-DISTRIBUTION,447
CIMTECH 285     55G / 208L BLUE PLASTIC DRUM,NON-DISTRIBUTION,475
PERKOOL 9655      5GLPL,NON-DISTRIBUTION,41
PMC 9600-1     55G DRUM,NON-DISTRIBUTION,402
MILFORM OAK 70-1     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,349
ROCKCUT 391 SPECIAL   55G DRUM,NON-DISTRIBUTION,433.6977
FCR OF Q1080F-SHT   BULK (GAL),NON-DISTRIBUTION,7.0953
PERLUBE SH-38-AC      55GL DRUM,NON-DISTRIBUTION,396
JACKHAMMER-3X     5GL PAIL,NON-DISTRIBUTION,46
6064-46 - ADV FG AIR COMP LUBE   5GL PAIL WH,NON-DISTRIBUTION,36
6531-100 - SYN GEAR & BEARING FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
CIMGUARD OAK PROTECT 408     55G / 208L WHITE PLASTIC DRUM,NON-DISTRIBUTION,416
BLOCKHEAD      18.9L/5G,NON-DISTRIBUTION,54
PERLUBE EP-4000-HT     1249L/330G TOTE,NON-DISTRIBUTION,2596
ROCKCUT 205   55G/208L DRUM,NON-DISTRIBUTION,420.7385666666666
PEN DIP A     208L/55G,NON-DISTRIBUTION,369
GX CLEAN 303      330G TOTE,NON-DISTRIBUTION,3125
DESTAIN B     189L/50G,NON-DISTRIBUTION,547
4584-46 - SYN FR FG HYDR FLUID [TQ]   275GL TOTE,NON-DISTRIBUTION,1983
6061-32 - FG AIR COMP LUBE   5GL PAIL WH,NON-DISTRIBUTION,36
PHOS DIP M-22     1196L/316GL TOTE,NON-DISTRIBUTION,3600
PHOS DIP M-22     56.8L/15G,NON-DISTRIBUTION,168
6731-320 - SYN BLOWER LUBE   1QT 12X1 CASE FS,NON-DISTRIBUTION,22
CONFIDENCE 10      114L/30G,NON-DISTRIBUTION,295
MET-ALL TERJ HWS      208L/55G,NON-DISTRIBUTION,526
TEST STAND OIL 249C HV   55G DRUM,NON-DISTRIBUTION,439.3831
CHEM ALUM DEOX 560     197L/52G,NON-DISTRIBUTION,600
MILPRO WAY 68     55G / 208L BLUE STEEL DRUM (NET),NON-DISTRIBUTION,415
OAKFLO DSY 33 BVX     5G /  19L G&G PLASTIC PAIL,NON-DISTRIBUTION,44
PERCHEM 1134      55GL DRUM,NON-DISTRIBUTION,359
CIMSTAR 40B PINK     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,485
PERKOOL 9225      330GL PL TOTE,NON-DISTRIBUTION,2786
ASSURANCE 6650     1249L/330G TOTE,NON-DISTRIBUTION,2899
4465B BLANK WASH   55G/208L DRUM,NON-DISTRIBUTION,486.3308666666666
ACCUCOOL WS 15     55G DRUM,NON-DISTRIBUTION,418
CIMSTAR 66     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,447
IPR-3000     18.9L/5G PAIL,NON-DISTRIBUTION,43
B.I.O. BLAST 500      208L/55G,NON-DISTRIBUTION,500
UNI KLEEN 1008     400 LB   FDR,NON-DISTRIBUTION,280
PERKOOL 694-AL      55GL DRUM,NON-DISTRIBUTION,469
HTO 32 HEAT TRANSFER OIL      208L/55G DRUM,NON-DISTRIBUTION,398
PERDRAW 1286       55GL DRUM,NON-DISTRIBUTION,360
PERKOTE 30-853     1249L/330G TOTE,NON-DISTRIBUTION,2421
DI WATER     275-GAL TOTE,NON-DISTRIBUTION,2292
GX COOL 2192CYT      55G DRUM,NON-DISTRIBUTION,461
LC-3269-B     330GL TOTE (D-IBC),NON-DISTRIBUTION,2874
PERKUT 278-GD     330GL TOTE,NON-DISTRIBUTION,2446
PERLUBE SF-200      1GL JUG,NON-DISTRIBUTION,8
WAYLUBE 1180 X   275G TOTE,NON-DISTRIBUTION,2216.7171538461535
PERDRAW 2550-C      55GL DRUM,NON-DISTRIBUTION,443
GF ACID CLEAN 386     330GL TOTE,NON-DISTRIBUTION,4048
PERDRAW 6270-PM      55GL DRUM,NON-DISTRIBUTION,487
BLUE STAR XH 9600/400-1.5     BULK POUNDS   (21),NON-DISTRIBUTION,1
SPIRIT 170      208L/55G,NON-DISTRIBUTION,372
PERKOOL 767-NAG     55GL DRUM,NON-DISTRIBUTION,479
ROCKCUT 101 C   55G DRUM,NON-DISTRIBUTION,410.6041555555555
SCALE KLEEN 12     2000 LB   SUPERSACK,NON-DISTRIBUTION,2000
DELTA FORCE-200     330GL TOTE (D-IBC),NON-DISTRIBUTION,2760
CIMGUARD RI-400     275G / 1041L TOTE,NON-DISTRIBUTION,2329
CONFIDENCE 41      114L/30G,NON-DISTRIBUTION,285
VISCOOL 6325 N   55G/208L DRUM,NON-DISTRIBUTION,484.4290434782615
MARQUENCH OIL M     1249L/330G,NON-DISTRIBUTION,2396
MILFORM OAK DRAW 508     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,32
DURALINK 800     208L/55G,NON-DISTRIBUTION,474
MPO-20      18.9L/5G,NON-DISTRIBUTION,36
6531-500 - SYN GEAR & BEARING FLUID [GN]   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29.099999999999998
WAYLUBE 68      330G TOTE,NON-DISTRIBUTION,2410
MBC 215-P     55-GAL DRUM,NON-DISTRIBUTION,472
OAKFLO DSO 650 BLUE     5G /  19L G&G PLASTIC PAIL,NON-DISTRIBUTION,42
PERLUBE VACUUM PUMP OIL-HV      55GL DRUM,NON-DISTRIBUTION,399
PERKLEEN 1346-T1      330GL PL TOTE,NON-DISTRIBUTION,2898
MONITROL 4122     208L/55G DRUM,NON-DISTRIBUTION,639
ADDITIVE LC     5 G / 19 L POLY T HEAD PAIL *D,NON-DISTRIBUTION,63
ACCUCUT 3020      55G DRUM,NON-DISTRIBUTION,404
VISCOOL 5127   5G/19L PAIL,NON-DISTRIBUTION,39.595
VISCOR CALIBRATION FLUID 3112 TYPE II   5G/19L PAIL,NON-DISTRIBUTION,38.2097
DYNOL HYDRAULIC LUBE OIL 365   55G DRUM,NON-DISTRIBUTION,419.588475
ROCKLEEN 6512 LOW FOAM PINE   275G TOTE,NON-DISTRIBUTION,2570.9668
PH-100     1249L/330G TOTE,NON-DISTRIBUTION,3972
CIMGUARD PRODUCTO RI-515     275G / 1041L TOTE,NON-DISTRIBUTION,2464
GX COOL 2196      55G DRUM,NON-DISTRIBUTION,459
DUBOIS ERP      208L/55G,NON-DISTRIBUTION,427
STRIPPER TC     197L/52G,NON-DISTRIBUTION,580
MITFLOC 5123P      55 LB   BAG,NON-DISTRIBUTION,55
PERKOOL 5000-EP      5GLPL,NON-DISTRIBUTION,42
ROYAL DRIPLESS 460   55G DRUM,NON-DISTRIBUTION,451.4416
BLUE STAR XH 9655/460-2     400LB DRUM (20),NON-DISTRIBUTION,400
SNFG 100     208L/55G DRUM,NON-DISTRIBUTION,395
TECHNIGUARD RP 27     5G PAIL,NON-DISTRIBUTION,42.6
TECHNIBRITE ZN 340 MAKEUP     55G DRUM,NON-DISTRIBUTION,493
2058-68 - SYN VAC-PUMP FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,29
5032-15 - RESCUE - CONC COMP CLN   1GL 4X1 CASE BLK,NON-DISTRIBUTION,30
PERKLEEN 1272-TF      55GL DRUM,NON-DISTRIBUTION,454
PERKOTE 10-505-TF      5GLPL,NON-DISTRIBUTION,43
TECHNICLEAN F 777 LA     55G DRUM,NON-DISTRIBUTION,537
2243-46 - MIN-OIL AW HYDR FLUID   55GL DRUM BLK-M,NON-DISTRIBUTION,396
6047-100 - PARTIAL-SYNTHETIC GAS COMPRESS [GN]  5GL PAIL BLK,NON-DISTRIBUTION,36
LIFT F231      1249L/330G,NON-DISTRIBUTION,2850
C-LUBE EX4   460# DRUM,NON-DISTRIBUTION,463
CLG-2     400LB DRUM,NON-DISTRIBUTION,400
GX COOL 2995       55G DRUM,NON-DISTRIBUTION,429
ACCUVIS 600W      55G DRUM,NON-DISTRIBUTION,409
MONITROL 4712     208L/55G DRUM,NON-DISTRIBUTION,490
PERKLEEN 1335      55G DRUM,NON-DISTRIBUTION,502
HIGH SPEED 60     400 LB   FDR,NON-DISTRIBUTION,400
MILFORM 1959     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,44
FLOCULITE 1124     18.9L/5G (18),NON-DISTRIBUTION,42
HEAT TRANSFER OIL 22   55G DRUM,NON-DISTRIBUTION,431.91985
TEXONE RP LF     208L/55G DRUM,NON-DISTRIBUTION,406
MW-WAY OIL 68  BULK,NON-DISTRIBUTION,7.294625000000001
6545-100 - MIN-OIL AIR COMP LUBE [BL]   1QT 12X1 CASE FS,NON-DISTRIBUTION,21.5
VALRUST 900 CONCENTRATE   55G/208L DRUM,NON-DISTRIBUTION,507.285
RE-SOLV     208L/55G DRUM,NON-DISTRIBUTION,474
TECHNISTRIP RACK ADDITIVE N     55G DRUM,NON-DISTRIBUTION,540
GF CLEAN 405       5GLPL,NON-DISTRIBUTION,47
PENTRATE TOUCH-UP     1-GALLON BOTTLE,NON-DISTRIBUTION,9.5
C-PHOS 51R     275G TOTE,NON-DISTRIBUTION,3550
2587-EP1 - LOW TEMP ALUMINUM COMPLEX GREASE EP1 5GL PAIL GRN,NON-DISTRIBUTION,41
6043-68 - SEMI-SYN COMP LUBE   16OZ 12X1 CASE FC,NON-DISTRIBUTION,10.800000000000002
PERLUBE RO-32     1249L/330G TOTE,NON-DISTRIBUTION,2386
STAR CUT 4831     275GL TOTE,NON-DISTRIBUTION,1968
DOUBLE-CUT PEARL 62      1249L/330G,NON-DISTRIBUTION,2736
ACCUCUT HD 46       55GL   DRUM,NON-DISTRIBUTION,400
TREXCIDE 275     18.9L/5G,NON-DISTRIBUTION,41
FCR OF RC262-MNP   BULK (GAL),NON-DISTRIBUTION,7.2586125
LC-6200-LF     55G DRUM,NON-DISTRIBUTION,628
2032-460 - SYN EP GEAR LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,30
4425-120 - NXT POE - RC OIL   1GL 4X1 CASE MTL,NON-DISTRIBUTION,32
PERDRAW 2012      55GL DRUM,NON-DISTRIBUTION,409
6061-46 - FG AIR COMP LUBE   5GL PAIL GRY,NON-DISTRIBUTION,36
6061-68 - FG AIR COMP LUBE   55GL DRUM GRN,NON-DISTRIBUTION,398
PERLUBE FR-46-B      330GL PL TOTE,NON-DISTRIBUTION,2400
GX CLEAN 1219       55G DRUM,NON-DISTRIBUTION,478
PERLUBE AW-15      55GL DRUM,NON-DISTRIBUTION,393
TECHNICLEAN B 1261     55G DRUM,NON-DISTRIBUTION,473
PERKOOL 9407-IH      55GL DRUM,NON-DISTRIBUTION,422
ETHANOL 200 / DENATURED ALCOHOL     55G DRUM,NON-DISTRIBUTION,365
PERKUT 308-D        55GL DRUM,NON-DISTRIBUTION,403
ACCUVIS 100G     208L/55G DRUM,NON-DISTRIBUTION,407
DOUBLE-CUT AMBER 41      208L/55G,NON-DISTRIBUTION,420
CIMSTAR 60XL BLUE     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,479
LAB OIL 100W     1249L/330G,NON-DISTRIBUTION,2581
ULTRAPHOS 1000 NEUTRALIZER     110 LB   FDR,NON-DISTRIBUTION,110
PERCHEM 1195-70      55GL DRUM,NON-DISTRIBUTION,368
2032-80W140 - SYN AUTO GEAR LUBE   16OZ 12X1 CASE FC,NON-DISTRIBUTION,11.4
4225-32 - POE COMP LUBE   55GL DRUM BLK,NON-DISTRIBUTION,401
CIMSTAR 60LF PINK     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,43
TECHNIBRITE AZ 130 MAINTENANCE     55G DRUM,NON-DISTRIBUTION,468
ALTRABRITE JZ 40A      300 LB   FDR,NON-DISTRIBUTION,300
PERKUT 275      55GL DRUM,NON-DISTRIBUTION,411
DURALINK 700     18.9L/5G,NON-DISTRIBUTION,42
MULTI-TERJ 2318     208L/55G,NON-DISTRIBUTION,524
CIMCLEAN PRODUCTO SP-603     5G / 19L WHITE PLASTIC PAIL,NON-DISTRIBUTION,43
CLEANER D-100     5GL PAIL,NON-DISTRIBUTION,35
MILFORM OAK50-15     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,360
STAR GUARD 3132     TOTE,NON-DISTRIBUTION,2525
EP GEAR LUBE S-150   5G/19L PAIL TH,NON-DISTRIBUTION,37.1
PERLUBE RO-150     18.9L/5G PAIL,NON-DISTRIBUTION,38
HONING OIL 362   55G DRUM,NON-DISTRIBUTION,446.16488492063496
CHEMICO 8011     55G DRUM (DUBOIS SALE SKU),NON-DISTRIBUTION,390
CIMSTAR GP BLUE     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,44
PERKOTE 10-376-ND      5GLPL,NON-DISTRIBUTION,46
STAR CLEAN 1717     DRUM,NON-DISTRIBUTION,388
330 QUENCH SALT WHITE W/O     50 LB   BAG,NON-DISTRIBUTION,50
MITFLOC 5360E     DRUM     (18),NON-DISTRIBUTION,450
SPECTRUM HD-EC     275GL TOTE,NON-DISTRIBUTION,3442
CYLINDER OIL 460   5G PAIL TH,NON-DISTRIBUTION,37.8
GREASE BUSTER-2X-PLUS-B     BULK GALLONS,NON-DISTRIBUTION,8.777000000000001
PMX - 0210 100 CST   55G DRUM,NON-DISTRIBUTION,440
POLYDRAW AMBER 17 VO     1249L/330G,NON-DISTRIBUTION,2109
SECURE TEC 2215      208L/55G,NON-DISTRIBUTION,537
TROJAN 100 AW   275G TOTE,NON-DISTRIBUTION,2155.64939
PERLUBE 8010      55GL DRUM,NON-DISTRIBUTION,399
QUEL ACID FOAM      208L/55G,NON-DISTRIBUTION,519
PERDRAW 3760-BG      330GL TOTE,NON-DISTRIBUTION,2623.9999999999995
CIMTECH 95XL     275G / 1041L TOTE,NON-DISTRIBUTION,2371
ACA 4210B     300 LB   FDR,NON-DISTRIBUTION,300
LASER JEL      1249L/330G,NON-DISTRIBUTION,3350
VISCOOL 7332   55G/208L DRUM,NON-DISTRIBUTION,499.4319142857143
400 QUENCH OIL TANKER  (BULK GALLONS),NON-DISTRIBUTION,7.235999999999999
MILFORM 6265     55G / 208L PINK STEEL DRUM,NON-DISTRIBUTION,480
PERKOTE 30-500      55GL OH DRUM,NON-DISTRIBUTION,410
PRESOAK VFR     BULK GALLONS,NON-DISTRIBUTION,9.46375
WAYLUBE 220     5GLPL,NON-DISTRIBUTION,36
CIMTECH 304MA     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,45
PERCHEM 4747     3.78L/1 GALLON JUG,NON-DISTRIBUTION,7
